,geneSymbol,moduleColor,GSsubtype,p.GSsubtype,MM.turquoise,p.MMturquoise,MM.green,p.MMgreen,MM.yellow,p.MMyellow,MM.grey,p.MMgrey,MM.blue,p.MMblue,MM.pink,p.MMpink,MM.red,p.MMred,MM.black,p.MMblack,MM.brown,p.MMbrown
SPRY1,SPRY1,red,0.111227544174537,0.0306134476390949,0.160823692979035,0.00170769302919242,0.19532395184824,0.000132465595095298,-0.372721068885996,6.6666134818864e-14,0.00236398155276152,0.963462565924707,0.202960780912686,7.05625204112321e-05,-0.0255075590076651,0.621050819653636,0.743065969494298,1.43076505884879e-67,0.0196895313147763,0.702774847096774,0.501350261983405,1.88256961738546e-25
FGD5,FGD5,red,0.114054822536202,0.0265974483981286,0.16753493632315,0.00107698799738904,0.219577692175843,1.65018312970212e-05,-0.33977556404594,1.14422796998785e-11,-0.0324769938577313,0.529021914552214,0.325042834136653,9.46309950112134e-11,0.0371859789119431,0.471012293235689,0.593881793139658,2.12170348182592e-37,0.0752849515539748,0.144033819460241,0.523550291474021,5.44995964739201e-28
CD93,CD93,red,0.12124478568964,0.0183654394688737,0.182505435621747,0.000361699600288692,0.333717834974985,2.76510396692471e-11,-0.397925610642564,8.58185205952142e-16,-0.0114366514967562,0.824606015151841,0.360177314097809,5.07361469884107e-13,-0.0292533029432841,0.570723070064243,0.89813997361348,3.09640731644826e-136,0.0371586002072932,0.471339153400858,0.655020909023498,1.08738425272219e-47
GPAM,GPAM,red,0.125701925026124,0.0144636133334203,0.191980777673357,0.000173231537621513,0.436827423472121,4.80476780759744e-19,-0.240322873612857,2.28556551021309e-06,0.143106585455299,0.00531236640868581,0.0445537549162073,0.387706484088538,0.0660340736020265,0.200195193451769,0.421246793896401,1.08386447618199e-17,-0.161387340041816,0.00164393275355786,0.212684711740986,3.05718453217631e-05
C8orf4,C8orf4,red,0.128531817734773,0.0123825708358212,0.241112951894201,2.11207964130051e-06,0.17325034930423,0.000717424942262981,-0.325768903256932,8.54983674845007e-11,0.123813780715031,0.0160174918896578,0.0877087670657912,0.0885888847427887,0.0446250764832208,0.386946444453713,0.414249505706492,4.17148227859031e-17,0.088799709999034,0.0846801756156478,0.248559983233093,9.90266053871342e-07
MECOM,MECOM,red,0.131107042367254,0.0107231731646484,0.149416761338785,0.00359427579039097,0.273368507469487,6.64559362481574e-08,-0.261588572902094,2.48105163804516e-07,-0.0328063613803235,0.524849873288756,0.323394083664396,1.1903788686123e-10,0.0120940112186037,0.814702189094323,0.677973577020581,3.34741742467465e-52,0.090182344511501,0.0799273293221272,0.43692254651262,4.71187355247561e-19
C17orf103,C17orf103,red,0.13760646730907,0.00737824706542231,0.2253848931452,9.66530821303271e-06,0.341156216839289,9.33256893058737e-12,-0.393709582308749,1.82469567874401e-15,0.1175802498005,0.0222316598993663,0.100061794155912,0.0519121474338614,0.0417386735936869,0.418424482281166,0.464985739236907,1.12697338565038e-21,-0.100563757058759,0.0507411303517457,0.381594431160943,1.50280217595467e-14
CDH5,CDH5,red,0.138089238994718,0.00717174078381578,0.187716411940601,0.000242346433083843,0.180174529821156,0.000431152291407239,-0.375231365712348,4.39405954931367e-14,-0.0512639708850459,0.320204226243297,0.334444188107268,2.49002946724309e-11,0.0567590500338199,0.271003365357219,0.932923374999943,7.0433372012793e-169,0.0531823277093577,0.302405720874005,0.568742397879405,8.93284506016016e-34
FOS,FOS,red,0.143250058910803,0.0052662510658818,0.224647920839783,1.03523840592219e-05,0.131980651934901,0.0102067593374401,-0.408061164792877,1.33859659363091e-16,0.146744340441563,0.00424871557196405,0.208849962174955,4.27161317816197e-05,0.137969910665411,0.00722229708025749,0.593372361558425,2.53107793867783e-37,0.0836453668777752,0.104437219499746,0.400824291859434,5.07706192710524e-16
LTBP4,LTBP4,red,0.152233825153281,0.00300452499047998,0.20541619643532,5.73375969208703e-05,0.175386861130778,0.00061433925776501,-0.41504071301518,3.58748820327709e-17,0.206415519136111,5.26561492304255e-05,0.177434811999986,0.000528574645569711,0.168432461636631,0.00101127091926431,0.580832672406584,1.76670320820593e-35,0.043284137003879,0.401387368058409,0.390109712737223,3.4453909653202e-15
TIE1,TIE1,red,0.161635589297552,0.00161654888664039,0.227383704232466,8.01350507504221e-06,0.117944632968269,0.0218179816366545,-0.392257932227612,2.36000620704474e-15,-0.0913277122156628,0.0761556957363621,0.285035874497587,1.69246690638838e-08,0.0388818965233429,0.451010234534857,0.898504650658639,1.63505049535052e-136,0.0472240232852731,0.35987145097654,0.552393024505641,1.40008458008577e-31
A2M,A2M,red,-0.163322789168691,0.00144124157248252,-0.216068356532906,2.26434723133994e-05,0.00312647323428794,0.951690183414634,-0.097386277095981,0.0585398442127121,0.131019165461506,0.010776378978602,0.473819233986255,1.49778620764116e-22,-0.0826178525467717,0.108780758038607,0.619511898169241,1.94322982827745e-41,0.0303424656733802,0.556460743642163,0.545118573620745,1.21499126476417e-30
RASIP1,RASIP1,red,-0.168948052915386,0.000975211554103888,-0.154605629493662,0.0025777325462462,-0.100563888837777,0.0507408258457755,-0.161354228800094,0.00164761714860925,0.121630077261564,0.0179952129549412,0.265568802031475,1.60103971690222e-07,0.0123624452216591,0.810666314814916,0.58053102283208,1.95227118590725e-35,-0.00734883364060074,0.886759023862174,0.346911503467883,3.94726925203052e-12
ELTD1,ELTD1,red,0.172547961008827,0.000754667310378638,0.22974080885416,6.41050579073064e-06,0.295599410698862,4.64182880523755e-09,-0.392965187601025,2.08233067107273e-15,-0.0597214722437711,0.246738890057005,0.375129121923961,4.4696167226197e-14,0.00741297060600352,0.885777435994037,0.916781417468592,5.97915558539973e-152,0.104879141608099,0.041554553641323,0.577355641585523,5.55174059716986e-35
PTPRM,PTPRM,red,0.174412767923179,0.000659506451428348,0.25491235620057,5.09059220720962e-07,0.36632009538406,1.89882092882902e-13,-0.439082838576427,3.01936969122097e-19,0.00261071183692644,0.959652216409751,0.36651170235212,1.84086805832814e-13,0.0730157871691519,0.156547473382381,0.702818846954096,1.42465780037349e-57,0.135307211435897,0.00843645619747184,0.62948136733377,4.12019696156166e-43
AFAP1L2,AFAP1L2,red,0.174702746286633,0.000645749037233476,0.308443006126116,8.95633620507881e-10,0.27084659438403,8.8578525006579e-08,-0.249336444535435,9.13786664568859e-07,0.182400318784656,0.000364592873922242,0.061625951551746,0.231964503972295,0.146958507078405,0.00419255245003361,0.382827409138016,1.21738815390785e-14,0.0706104920572156,0.170690433632449,0.294877391494994,5.07957353497019e-09
PPAP2A,PPAP2A,red,0.174763863593946,0.000642883586127305,0.220942316947065,1.45711720892346e-05,0.067336259629907,0.191445896103484,-0.418128521766063,1.98382804760777e-17,0.0377134073581549,0.464739972421176,0.259090008900681,3.25437302852464e-07,0.0618932618581496,0.229941941250793,0.763733067291741,1.81731113660443e-73,0.137294729578962,0.0075144004018146,0.414480159151615,3.99221294364657e-17
GNG11,GNG11,red,0.180134030320297,0.000432461946626796,0.222959375319598,1.21059446011202e-05,0.00224522407443371,0.965296884471293,-0.505672971567455,6.23687814631601e-26,-0.0945576231140444,0.0662928636833278,0.281305166522633,2.63912336851901e-08,-0.039057412633867,0.448967859694337,0.873000040687976,2.65988312620056e-119,0.044738679308194,0.385737704735177,0.631987512242054,1.52954676707387e-43
CALCRL,CALCRL,red,0.182781101250991,0.000354213331526596,0.275947646082224,4.93845008334301e-08,0.415132000574411,3.52551127441143e-17,-0.390543104139036,3.19288514539559e-15,-0.0340325944405233,0.509466277631136,0.247818004391788,1.06905730070925e-06,-0.0262087686710582,0.611483951892775,0.811055351267647,1.40113330554208e-89,0.0728734385771214,0.157359026267731,0.497668491271915,4.76478859490246e-25
ARL4A,ARL4A,red,-0.182904628473393,0.0003509057444563,-0.183170547994608,0.000343882835473627,-0.0734478560368824,0.154103537125576,-0.0198268123379837,0.700801765523645,-0.0416396326032415,0.419530571716466,0.277005930340768,4.36812822703636e-08,-0.135568931268064,0.0083095384761552,0.374950251281724,4.60487196970449e-14,0.0418232247920539,0.417481569148913,0.309087619564752,8.22891099009884e-10
TMEM204,TMEM204,red,0.18782290833518,0.000240344177110297,0.245826438716591,1.31137260823345e-06,0.0930165344527196,0.0708595211190801,-0.468682482797949,4.87768431156089e-22,-0.0760858170959502,0.139804589483761,0.253655332681604,5.81527058629566e-07,0.0113920464437481,0.825279065488584,0.736039405847406,1.07830332000214e-65,0.0250681909869425,0.627078111231111,0.729721036272684,4.67843148569088e-64
VWF,VWF,red,0.189114510482862,0.000217259824987096,0.224893456250696,1.01184698072947e-05,0.359081892478394,6.03219853654772e-13,-0.36509387244856,2.31430307254264e-13,-0.0387974955278372,0.451994219754332,0.363404182261778,3.03555216122771e-13,0.0115022301336448,0.823616725521491,0.81342281088313,1.66873777270701e-90,0.114840326924276,0.025565557971074,0.513281533831691,8.58395211777818e-27
CA5B,CA5B,red,0.191331721922054,0.000182399444568712,0.228288591157636,7.35754011867676e-06,0.340418512092913,1.04075554544337e-11,-0.239697344736074,2.4325029196806e-06,-0.0799751663363983,0.12060660640519,0.173672281064825,0.000695878408884191,0.234310285755164,4.13094573224767e-06,0.403093598895791,3.3541244347059e-16,-0.000376137903327138,0.994184480797872,0.275370541466567,5.27908636913339e-08
NR2F2,NR2F2,red,0.194041272459133,0.000146906357241315,0.258129954187278,3.60926913052015e-07,0.241601166252358,2.01125248181234e-06,-0.272883618231119,7.02468353403201e-08,-0.0553115120833301,0.283433368527624,0.139513518773314,0.00659228031043794,0.0118916918631885,0.817747283786095,0.337849365527508,1.51798472558809e-11,0.0838048798355604,0.103775396940993,0.250051969717566,8.48349818090527e-07
AOC3,AOC3,red,0.212259763796752,3.17358308524452e-05,0.253294222446531,6.04113305879319e-07,0.266133415250675,1.50370981507785e-07,-0.393839111854194,1.78317825695909e-15,-0.0601279936162545,0.243531364515489,0.266393043957815,1.46089129370525e-07,0.0461827644334128,0.370573491006639,0.85942484313344,1.34722004239317e-111,-0.0296852626102569,0.565045946340107,0.610415850990737,5.80643015430986e-40
EMCN,EMCN,red,0.212895445754398,3.00097195933671e-05,0.326968104524348,7.22610250654761e-11,0.26398918168078,1.90665570614875e-07,-0.449781623187078,3.17776218590925e-20,-0.0254153832674673,0.622313215057844,0.25511014796169,4.98477367660228e-07,0.10493906977054,0.0414375776797108,0.890887638505158,6.27185106103266e-131,0.111457676004608,0.0302682104272432,0.446745293925805,6.06929029615179e-20
ARAP3,ARAP3,red,-0.218032584122975,1.89804965366907e-05,-0.204149446185292,6.38371670523841e-05,0.0169405823900085,0.742688395214822,-0.0518224452976275,0.314953704899118,0.205757795252202,5.56948505950693e-05,0.230382119752604,6.03034383412979e-06,0.0548034938298156,0.287885493898298,0.62226925804803,6.78687968278147e-42,-0.141217501973325,0.00595435670641995,0.4825412424112,1.92633137972032e-23
ATF3,ATF3,red,-0.218562954369309,1.80923446459596e-05,-0.282481176181665,2.29586673121777e-08,-0.155781813692968,0.00238725920999365,0.0184404726137132,0.720817263881212,0.150512754581717,0.00335337983781281,0.378808880634745,2.41068316611903e-14,-0.0538364298532147,0.296489779712362,0.293613346286559,5.94408342171873e-09,0.143378297825219,0.0052253375928945,0.347215192306752,3.77019510449285e-12
DUSP1,DUSP1,red,0.218844679315248,1.7636753853899e-05,0.295181421668904,4.89057707817658e-09,0.171559045466269,0.000810138924959698,-0.407879893942685,1.38460013671228e-16,0.00950456451294992,0.853870675788418,0.173745133014245,0.000692219329669177,0.0651725503808575,0.206141353769137,0.633689459459843,7.76323239099358e-44,0.119966072302217,0.0196421569219479,0.349883030088128,2.51380029996564e-12
ATP2A3,ATP2A3,red,0.220113959261104,1.57158192598869e-05,0.316841778148978,2.92270832040982e-10,0.247919342262038,1.05795232966533e-06,-0.17109424241544,0.00083749230424699,-0.224172780857203,1.08197201633267e-05,0.167556371328537,0.00107537370457185,0.113332896197213,0.0275772181531838,0.310449941486278,6.8754488646991e-10,0.152214273372726,0.0030082955241765,0.103115861793063,0.0451230799048921
STS,STS,red,0.225094680165551,9.93052706896428e-06,0.279431195354504,3.29083984123459e-08,0.398145893451292,8.24774066185388e-16,-0.189561135414404,0.000209772140523035,-0.224772714142626,1.02328617886145e-05,0.256117060089736,4.47801565511105e-07,-0.105647774494007,0.0400751677842886,0.365155966353571,2.29127581606429e-13,0.203911562609342,6.51327276304141e-05,0.26283376356556,2.16499488104416e-07
SLC2A3,SLC2A3,red,-0.227304659987176,8.07337710707154e-06,-0.33193565272047,3.57159215634957e-11,-0.0462562545155294,0.369811767210006,0.0435859604773223,0.398109160199902,0.061162402055724,0.23550163890176,0.570154577703091,5.69636254242138e-34,-0.108427742520456,0.0350906384664702,0.407086911758787,1.60477740269295e-16,0.182986594549301,0.000348726910490352,0.522674391735496,6.92015019926528e-28
ARHGEF15,ARHGEF15,red,0.23105687247618,5.65359969481757e-06,0.309694427078603,7.5967945576976e-10,0.252193294434066,6.78289437229425e-07,-0.422603115710162,8.31632413553419e-18,-0.0751503918868327,0.144753892451884,0.303312363867516,1.74488908345314e-09,0.149389137557534,0.00360054501735599,0.903501478946633,2.01260728174919e-140,0.101466697333756,0.0486901634178275,0.48246897186284,1.95982295094067e-23
APOD,APOD,red,0.231407945744883,5.46656366492943e-06,0.252117635782124,6.83695932666705e-07,0.12950397578818,0.0117312464803548,-0.231910261128134,5.20918409033856e-06,-0.16336450935052,0.00143713667955257,0.188067120289023,0.00023581092797722,0.116967760804325,0.0229423224900313,0.472850739695141,1.87409032982908e-22,0.152037202523048,0.00304263967983381,0.326152709697939,8.10236327465641e-11
THBD,THBD,red,0.235604715219789,3.64150651475067e-06,0.367369193096675,1.60202657138899e-13,0.267189268325322,1.3367758239798e-07,-0.510514096152989,1.77608443241895e-26,0.0304398384184738,0.555194148704463,0.214619192718457,2.57653013157975e-05,0.0625902419447621,0.224727188306278,0.673639297728289,2.55791361505766e-51,0.123803864260695,0.0160260244073007,0.489328116911634,3.74765908287928e-24
SPARCL1,SPARCL1,red,0.237321787441117,3.07713554895802e-06,0.323208907684499,1.22134896807412e-10,0.289572907388586,9.77326593736412e-09,-0.535134569286017,2.16687006231311e-29,-0.00157848573419341,0.975598392376286,0.312463283144838,5.26300221950656e-10,0.0692273257151057,0.179243743390008,0.82108169043223,1.38086035058454e-93,0.127796517529237,0.0128961901344445,0.662018289889604,5.04868865069004e-49
TBX2,TBX2,red,0.243320338620411,1.69161415943495e-06,0.2771413476813,4.29991103442562e-08,0.0357682329581841,0.48810081090568,-0.284333213741944,1.84109633406799e-08,-0.257802476860553,3.73862111459426e-07,0.0240358202874365,0.641337641471434,-0.00557604346496187,0.913954072510875,0.611669722407414,3.65907765759109e-40,-0.0288865206859059,0.575564726936244,0.464461612439592,1.26800965791343e-21
CLEC14A,CLEC14A,red,0.249215539839282,9.25311309198927e-07,0.335230496737986,2.22231878469886e-11,0.109427874291483,0.0334312463407534,-0.515854190993004,4.34045354825646e-27,-0.112103029273327,0.0293177903745498,0.235928606294329,3.52799528975899e-06,0.0338258571852464,0.512043299396294,0.885450987687826,3.42781225533266e-127,0.0696416666392986,0.176648866330378,0.463054130468964,1.73861080442224e-21
PALM2-AKAP2,PALM2-AKAP2,red,-0.249401231688231,9.07667919751796e-07,-0.270306050613828,9.41698092912562e-08,0.0326936051288133,0.526276246105429,-0.0395263640904506,0.443536674666538,0.229372996633119,6.63873485835336e-06,0.508364062343816,3.11033917212925e-26,0.0186984324328243,0.717077985443115,0.595689963486461,1.13141862392634e-37,0.109149980674893,0.0338854719289267,0.487908481302826,5.29408378876673e-24
MMRN2,MMRN2,red,0.252970446217723,6.25078544274598e-07,0.338526272238122,1.37475580867486e-11,0.276518394747569,4.62248730004104e-08,-0.459090234389395,4.19632409958355e-21,-0.0771579522367824,0.134292653895163,0.292581745514982,6.75373784540073e-09,0.0593823967555638,0.249436711795671,0.896345101304991,6.92877005894659e-135,0.121680255812114,0.0179474788817574,0.483370348020327,1.58024460502475e-23
HBEGF,HBEGF,red,-0.255860735176297,4.60210757650673e-07,-0.282092437027734,2.4042568181441e-08,-0.144209384305234,0.00496704908556483,-0.000910560776473504,0.985922299593115,0.0767083046241368,0.136583599439503,0.34345443159061,6.63273572794473e-12,-0.0696877306909617,0.176362113968521,0.432406008544848,1.18261321099354e-18,0.100330481628862,0.0512825626691152,0.32783208828791,6.39841851193805e-11
FBLN7,FBLN7,red,0.259675779625109,3.05458334038433e-07,0.317096406730634,2.82359027215068e-10,0.199751948691814,9.22053840141245e-05,-0.324336720630951,1.04420381509242e-10,0.122170183603838,0.0174871932839407,0.0671473121627742,0.19269774627995,0.0812112257113244,0.114956213815978,0.47815709429087,5.44056002154526e-23,0.105308184257194,0.04072319710356,0.309008077395713,8.31546714981022e-10
RAMP3,RAMP3,red,0.261135896890848,2.60659998890973e-07,0.398607291296208,7.58875177433773e-16,0.0839092223942802,0.103344276409529,-0.410367334819163,8.69309061646009e-17,-0.0523563020817098,0.309987611570457,0.168828642809886,0.000983455709811546,0.189938861108708,0.000203628672987466,0.521394016473382,9.79927539862408e-28,0.209534103063389,4.02594754549034e-05,0.147770154919494,0.00398574257198915
TTC28,TTC28,red,0.27171245544349,8.02832959283777e-08,0.383236059101548,1.135080583737e-14,0.415002800179461,3.61354145092922e-17,-0.487053193504961,6.51392107593376e-24,0.168772020944446,0.000987387344526685,0.0884536059600843,0.0859048820336582,0.123913086840704,0.0159322640328148,0.626347111109053,1.40481365577798e-42,-0.0217968681684112,0.672713943671826,0.475686361713081,9.70317184154656e-23
KLF2,KLF2,red,0.286347651526976,1.44545215118002e-08,0.344625022113333,5.56778802416286e-12,0.0962794591820481,0.0614791655327547,-0.446227603182929,6.77283948802069e-20,-0.155537407607585,0.00242574878367447,0.286185775519483,1.47393344049483e-08,0.0993127258285266,0.0537014400708454,0.664812337591912,1.44791115225777e-49,0.185090688008096,0.000296928531362093,0.435352567758084,6.4981916655119e-19
RGS5,RGS5,red,0.295797186519897,4.52844800043201e-09,0.445555718344802,7.80674379681577e-20,0.301326829750804,2.25088630840939e-09,-0.533243603259928,3.69962034943631e-29,-0.0382236469813123,0.45871636550396,0.0368122344619076,0.475484975279713,0.104549952152185,0.0422020879936111,0.736792081571667,6.83195594141868e-66,-0.0300594325357346,0.5601502998241,0.346737596008524,4.05230064022825e-12
ATP8B2,ATP8B2,red,0.30430537096002,1.53513983567635e-09,0.331030334631823,4.06489989516324e-11,0.433951866476749,8.64427751711271e-19,-0.344507712493499,5.66649203251386e-12,0.102253234634341,0.0469605354248903,0.252750446257957,6.39720673662366e-07,0.213162102189649,2.93124390559885e-05,0.479189246482793,4.2664803897983e-23,0.0915961442192197,0.0752930099275481,0.385177893859426,8.12789219472695e-15
SEMA3G,SEMA3G,red,0.322451827903272,1.3563306350004e-10,0.467890599204684,5.84109872014898e-22,0.30332848355439,1.74127196899749e-09,-0.516435813515532,3.71733424032189e-27,0.0431456087852363,0.402897358444702,0.129939860811723,0.011449174790518,0.222828790313072,1.22527205502867e-05,0.677978449443721,3.33970798464286e-52,0.0936347219799134,0.0689977179117188,0.285510191255352,1.59877175084102e-08
PTPRB,PTPRB,red,0.323890115526694,1.11113805859575e-10,0.425518443522408,4.68692204034038e-18,0.430119554945995,1.87453002143416e-18,-0.50468047761567,8.04879464550884e-26,-0.0358748495931158,0.486804252683764,0.264602935470457,1.781770119338e-07,0.166547075491231,0.0011538528379461,0.877794743989324,3.08366866321408e-122,0.122654282964092,0.0170425422691692,0.490594485970479,2.75001376782311e-24
SPRY2,SPRY2,red,-0.324170112387719,1.06870168505824e-10,-0.268564321597108,1.14596785729464e-07,0.00824581346309786,0.873047528749339,-0.14210800126608,0.00564352305138258,0.321022222285533,1.65191443415522e-10,0.270925489524055,8.77897104129824e-08,-0.0459981735051034,0.37249104921945,0.516983740212948,3.21150591437554e-27,-0.113785119009777,0.0269599177644371,0.405794155216185,2.03954217357632e-16
PODXL,PODXL,red,-0.328375003237749,5.92637016925046e-11,-0.284731523593898,1.7553616762588e-08,0.0428153097215354,0.406511349533691,0.106392903239296,0.0386837441391482,0.302297256166467,1.98796755048422e-09,0.0985747539163651,0.0555140851809562,0.0277100279813875,0.591223835226498,0.284147056656154,1.88254136574923e-08,-0.0830063136815556,0.107122204121844,0.140237902300768,0.00631396563228592
FZD4,FZD4,red,0.339556965071161,1.18164338894824e-11,0.406038237859683,1.94943622563132e-16,0.404344600593413,2.66527575927362e-16,-0.391638189362757,2.63295077868779e-15,-0.169703338323112,0.000924525506399718,0.113567411966252,0.027255596557986,0.093177248001208,0.0703715951625928,0.60761905815962,1.61436679976766e-39,-0.00150555579407247,0.976725480658715,0.417839616235649,2.09743847048677e-17
CYYR1,CYYR1,red,-0.346556278067426,4.16471261658189e-12,-0.298826620478428,3.09328241324085e-09,-0.102762456764469,0.0458684236941258,-0.0562301044463023,0.275501572072356,0.284293516594668,1.84985959786644e-08,0.328266433443603,6.01796991764956e-11,0.0128472324303077,0.80339035044986,0.586843445015498,2.3623039608223e-36,-0.0577082648370424,0.263057422088843,0.321412179218954,1.56558602543758e-10
SEMA6B,SEMA6B,red,0.353749589681119,1.38749861889784e-12,0.391801616597886,2.55810763964805e-15,0.220187965760546,1.56101803637243e-05,-0.260432471970626,2.8139009677159e-07,-0.153124514739913,0.00283724335707106,-0.00350961348354494,0.945778544495379,0.0307575013056393,0.551071867804971,0.410087086055383,9.16292095525685e-17,-0.020439050633987,0.6920269419233,0.265446726807414,1.62286721977571e-07
RAMP2,RAMP2,red,0.359633884131045,5.5289018246431e-13,0.483175040673471,1.65579086948223e-23,0.0721974767177846,0.161256189071244,-0.494723873147442,9.93325123927007e-25,0.0313581128137174,0.543318999593462,-0.0688852735769614,0.18140708509088,0.179473994022646,0.000454334127790399,0.566932852915521,1.58485808080464e-33,0.0249615459189119,0.628544845617241,0.127395219345183,0.0131843480705784
ETS2,ETS2,red,-0.369079131638317,1.2127773095992e-13,-0.376405384771647,3.61125427418574e-14,-0.168508801440987,0.00100585545989001,-0.0742026221501931,0.14990375889802,0.228739359588569,7.05017556512679e-06,0.365292160310702,2.24155112997844e-13,-0.0900511229234368,0.0803689248937618,0.487740540401867,5.51433284322941e-24,0.0272393815533851,0.597542296312941,0.356944527143454,8.43906637473172e-13
POLB,POLB,turquoise,0.0122286663990082,0.812677044565674,0.0820828228772278,0.111098138579963,0.0189431163530525,0.713537377920592,-0.0484602207051963,0.347419642451727,0.117871761759509,0.0219001732837337,-0.232447684258267,4.9466275154682e-06,-0.0425844140314218,0.409049116640074,-0.0545585364140544,0.290048929365951,-0.129217616730805,0.011919881570512,-0.114744242133051,0.0256899006500772
HIST1H2BK,HIST1H2BK,turquoise,-0.050995826599032,0.322745334380031,-0.0329088250906894,0.523555413610127,-0.186328863939086,0.000269899229430643,0.0332585957195803,0.519148961078081,-0.260707287099552,2.73109150059908e-07,0.0298457241212224,0.562943956734195,-0.116592551509994,0.0233873117532352,-0.0581498891906352,0.259415696281668,0.150905911214136,0.00327059885005224,-0.127637791171462,0.013009495670383
TMEM101,TMEM101,turquoise,0.178165112973071,0.000500780268020968,0.360286337242283,4.98679477045854e-13,0.195929964316384,0.000126116498791046,-0.326522465758548,7.69288486883847e-11,0.208159163104209,4.53399603841733e-05,-0.166860000675427,0.00112897445363339,0.0801444654764106,0.119820133647922,0.106636139920556,0.0382384788272807,-0.0345160560867684,0.503466337687356,-0.0485928516366986,0.346100104259899
DMPK,DMPK,turquoise,0.187296323941985,0.0002503975620254,0.331193794901407,3.97116976024721e-11,0.112206004674982,0.0291685280660649,-0.256890280113148,4.12285742766417e-07,0.0651123542817756,0.206561547390414,-0.170553934019036,0.000870360404882347,0.274101203924086,6.10996267823213e-08,0.0981006698979698,0.0567051281375767,0.0121575905664108,0.813745833897524,0.0814025789671121,0.114100330397578
SERHL,SERHL,turquoise,0.198804688963036,9.97025810320026e-05,0.288351137028338,1.13416528438848e-08,0.16017137894876,0.00178430683922447,-0.233159319487044,4.61833241938536e-06,-0.274837588622434,5.61372599578486e-08,-0.111350742649852,0.0304282121778873,-0.013041943423868,0.800472748345234,0.158708978811527,0.00196762886232087,-0.0500395039424841,0.331914417336656,0.00375150414281218,0.942047817619791
CYP4V2,CYP4V2,turquoise,0.200780033638843,8.46701651592057e-05,0.340816493605788,9.81343264117044e-12,0.35413731248326,1.30664202824236e-12,-0.321660996203228,1.51281488822692e-10,0.156791476817609,0.00223408646208103,0.122802961702877,0.0169079773338478,0.180795397418283,0.000411531049851638,0.208612527062551,4.36013507091104e-05,0.104648025733596,0.042008288363827,0.0287254103977813,0.577697531820353
CITED2,CITED2,turquoise,0.205045162723423,5.9173634140748e-05,0.290226812935384,9.02233332550045e-09,0.298851464151791,3.08357231825825e-09,-0.281721809874457,2.51219284776485e-08,0.14972482718692,0.00352502722214213,-0.0436781384245351,0.397111195823469,0.0529285699262696,0.304721713493492,0.0329037771208061,0.523619148145122,-0.0006096206086633,0.990574708203276,-0.0262289666822469,0.611209348174653
PROM2,PROM2,turquoise,0.212041408062299,3.23501252262674e-05,0.276165877816301,4.81525121829894e-08,0.219099508771374,1.72340535936853e-05,-0.182895088104349,0.000351160170210718,-0.199224541808909,9.63115170920829e-05,-0.166015854207246,0.00119724475099182,0.00222567063394066,0.965598923152346,-0.0231926258177135,0.653083088758186,-0.0300942844711312,0.559695340977863,-0.0348849515662306,0.498913329375636
TRIM45,TRIM45,turquoise,0.213665441754885,2.80378515886756e-05,0.333409421942916,2.89066531465665e-11,0.206804849218549,5.09318819342413e-05,-0.247781924636098,1.07303795621754e-06,0.421219042022177,1.08974148064773e-17,-0.231077765183199,5.64230036204082e-06,0.398117906442873,8.28947111507037e-16,0.07391337731546,0.151502820939012,-0.0706258545161314,0.170597174980026,-0.042726650611892,0.407484690139865
HIST2H4A,HIST2H4A,turquoise,0.215532762310854,2.37529899359433e-05,0.300028311994185,2.65597829275429e-09,0.120139958451405,0.0194641272456741,-0.114529561501023,0.0259696011428517,-0.158314407157426,0.00201995892039055,-0.141921905267845,0.00570724896985129,0.0743717504881877,0.148974708495418,-0.0558921880203589,0.278401666003604,0.126641756583688,0.013740732739175,-0.153600505630982,0.00275136210773987
PTGR1,PTGR1,turquoise,0.216428098500497,2.19260190399685e-05,0.291747504830049,7.4856869642458e-09,0.23467885273769,3.98553826114576e-06,-0.263404646632812,2.033402624347e-07,0.148515478092173,0.00380400549058702,-0.0452438525850024,0.38039051086482,0.0164346577613346,0.750113633567385,0.100402993095182,0.0511137499355573,0.00813784931675417,0.874695974379801,0.11156552234538,0.030107572402419
CCDC113,CCDC113,turquoise,0.217116697624302,2.06123938861211e-05,0.291857257548038,7.38517563108935e-09,0.299787167791216,2.73862341585918e-09,-0.204268041392241,6.32003868946552e-05,-0.0457369230039682,0.375215403763426,-0.134610832858228,0.00878260563872954,0.0344968709281808,0.503703722496305,-0.0245461419253126,0.634271964569025,-0.022385705008643,0.664404066593609,-0.023773070102158,0.644988270048019
TTC39C,TTC39C,turquoise,0.217504764602227,1.99053346989812e-05,0.342211387603656,7.98105340694839e-12,0.250586279514018,8.02442301832788e-07,-0.241292359718279,2.07447851278517e-06,0.162485713396294,0.00152591072252328,-0.163962798979818,0.00137943903131199,0.183267826992299,0.000341346587392006,0.0482028246860832,0.349989544300803,-0.0373138223968002,0.469487686225495,-0.223955165409783,1.10403973002012e-05
CYFIP2,CYFIP2,turquoise,0.223653074326044,1.13538426956383e-05,0.271850992855839,7.90276040504787e-08,0.249591471042991,8.89927233290449e-07,-0.17908667665575,0.000467643227059652,0.265243758245115,1.65979457596189e-07,0.101323784418179,0.0490100855286115,0.224815969169989,1.019174096834e-05,0.151496913691395,0.00314964545789249,0.175920170584301,0.000590842136538843,-0.084348484792226,0.101544871710442
